ref_id,book,chapter,verse
18015006,18,15,6
18015007,18,15,7
18015008,18,15,8
18015009,18,15,9
18015010,18,15,10
18015011,18,15,11
18015012,18,15,12
18015013,18,15,13
18015014,18,15,14
18015015,18,15,15
18015016,18,15,16
18015017,18,15,17
18015018,18,15,18
18015019,18,15,19
18015020,18,15,20
18015021,18,15,21
18015022,18,15,22
18015023,18,15,23
18015024,18,15,24
18015025,18,15,25
18015026,18,15,26
18015027,18,15,27
18015028,18,15,28
18015029,18,15,29
18015030,18,15,30
18015031,18,15,31
18015032,18,15,32
18015033,18,15,33
18015034,18,15,34
18015035,18,15,35
18016001,18,16,1
18016002,18,16,2
18016003,18,16,3
18016004,18,16,4
18016005,18,16,5
18016006,18,16,6
18016007,18,16,7
18016008,18,16,8
18016009,18,16,9
18016010,18,16,10
18016011,18,16,11
18016012,18,16,12
18016013,18,16,13
18016014,18,16,14
18016015,18,16,15
18016016,18,16,16
18016017,18,16,17
18016018,18,16,18
18016019,18,16,19
18016020,18,16,20
18016021,18,16,21
18016022,18,16,22
18017001,18,17,1
18017002,18,17,2
18017003,18,17,3
18017004,18,17,4
18017005,18,17,5
18017006,18,17,6
18017007,18,17,7
18017008,18,17,8
18017009,18,17,9
18017010,18,17,10
18017011,18,17,11
18017012,18,17,12
18017013,18,17,13
18017014,18,17,14
18017015,18,17,15
18017016,18,17,16
18018001,18,18,1
18018002,18,18,2
18018003,18,18,3
18018004,18,18,4
18018005,18,18,5
18018006,18,18,6
18018007,18,18,7
18018008,18,18,8
18018009,18,18,9
18018010,18,18,10
18018011,18,18,11
18018012,18,18,12
18018013,18,18,13
18018014,18,18,14
18018015,18,18,15
18018016,18,18,16
18018017,18,18,17
18018018,18,18,18
18018019,18,18,19
18018020,18,18,20
18018021,18,18,21
18019001,18,19,1
18019002,18,19,2
18019003,18,19,3
18019004,18,19,4
18019005,18,19,5
18019006,18,19,6
18019007,18,19,7
18019008,18,19,8
18019009,18,19,9
18019010,18,19,10
18019011,18,19,11
18019012,18,19,12
18019013,18,19,13
18019014,18,19,14
18019015,18,19,15
18019016,18,19,16
18019017,18,19,17
18019018,18,19,18
18019019,18,19,19
18019020,18,19,20
18019021,18,19,21
18019022,18,19,22
18019023,18,19,23
18019024,18,19,24
18019025,18,19,25
18019026,18,19,26
18019027,18,19,27
18019028,18,19,28
18019029,18,19,29
18020001,18,20,1
18020002,18,20,2
18020003,18,20,3
18020004,18,20,4
18020005,18,20,5
18020006,18,20,6
18020007,18,20,7
18020008,18,20,8
18020009,18,20,9
18020010,18,20,10
18020011,18,20,11
18020012,18,20,12
18020013,18,20,13
18020014,18,20,14
18020015,18,20,15
18020016,18,20,16
18020017,18,20,17
18020018,18,20,18
18020019,18,20,19
18020020,18,20,20
18020021,18,20,21
18020022,18,20,22
18020023,18,20,23
18020024,18,20,24
18020025,18,20,25
18020026,18,20,26
18020027,18,20,27
18020028,18,20,28
18020029,18,20,29
18021001,18,21,1
18021002,18,21,2
18021003,18,21,3
18021004,18,21,4
18021005,18,21,5
18021006,18,21,6
18021007,18,21,7
18021008,18,21,8
18021009,18,21,9
18021010,18,21,10
18021011,18,21,11
18021012,18,21,12
18021013,18,21,13
18021014,18,21,14
18021015,18,21,15
18021016,18,21,16
18021017,18,21,17
18021018,18,21,18
18021019,18,21,19
18021020,18,21,20
18021021,18,21,21
18021022,18,21,22
18021023,18,21,23
18021024,18,21,24
18021025,18,21,25
18021026,18,21,26
18021027,18,21,27
18021028,18,21,28
18021029,18,21,29
18021030,18,21,30
18021031,18,21,31
18021032,18,21,32
18021033,18,21,33
18021034,18,21,34
18022001,18,22,1
18022002,18,22,2
18022003,18,22,3
18022004,18,22,4
18022005,18,22,5
18022006,18,22,6
18022007,18,22,7
18022008,18,22,8
18022009,18,22,9
18022010,18,22,10
18022011,18,22,11
18022012,18,22,12
18022013,18,22,13
18022014,18,22,14
18022015,18,22,15
18022016,18,22,16
18022017,18,22,17
18022018,18,22,18
18022019,18,22,19
18022020,18,22,20
18022021,18,22,21
18022022,18,22,22
18022023,18,22,23
18022024,18,22,24
18022025,18,22,25
18022026,18,22,26
18022027,18,22,27
18022028,18,22,28
18022029,18,22,29
18022030,18,22,30
18023001,18,23,1
18023002,18,23,2
18023003,18,23,3
18023004,18,23,4
18023005,18,23,5
18023006,18,23,6
18023007,18,23,7
18023008,18,23,8
18023009,18,23,9
18023010,18,23,10
18023011,18,23,11
18023012,18,23,12
18023013,18,23,13
18023014,18,23,14
18023015,18,23,15
18023016,18,23,16
18023017,18,23,17
18024001,18,24,1
18024002,18,24,2
18024003,18,24,3
18024004,18,24,4
18024005,18,24,5
18024006,18,24,6
18024007,18,24,7
18024008,18,24,8
18024009,18,24,9
18024010,18,24,10
18024011,18,24,11
18024012,18,24,12
18024013,18,24,13
18024014,18,24,14
18024015,18,24,15
18024016,18,24,16
18024017,18,24,17
18024018,18,24,18
18024019,18,24,19
18024020,18,24,20
18024021,18,24,21
18024022,18,24,22
18024023,18,24,23
18024024,18,24,24
18024025,18,24,25
18025001,18,25,1
18025002,18,25,2
18025003,18,25,3
18025004,18,25,4
18025005,18,25,5
18025006,18,25,6
18026001,18,26,1
18026002,18,26,2
18026003,18,26,3
18026004,18,26,4
18026005,18,26,5
18026006,18,26,6
18026007,18,26,7
18026008,18,26,8
18026009,18,26,9
18026010,18,26,10
18026011,18,26,11
18026012,18,26,12
18026013,18,26,13
18026014,18,26,14
18027001,18,27,1
18027002,18,27,2
18027003,18,27,3
18027004,18,27,4
18027005,18,27,5
18027006,18,27,6
18027007,18,27,7
18027008,18,27,8
18027009,18,27,9
18027010,18,27,10
18027011,18,27,11
18027012,18,27,12
18027013,18,27,13
18027014,18,27,14
18027015,18,27,15
18027016,18,27,16
18027017,18,27,17
18027018,18,27,18
18027019,18,27,19
18027020,18,27,20
18027021,18,27,21
18027022,18,27,22
18027023,18,27,23
18028001,18,28,1
18028002,18,28,2
18028003,18,28,3
18028004,18,28,4
18028005,18,28,5
18028006,18,28,6
18028007,18,28,7
18028008,18,28,8
18028009,18,28,9
18028010,18,28,10
18028011,18,28,11
18028012,18,28,12
18028013,18,28,13
18028014,18,28,14
18028015,18,28,15
18028016,18,28,16
18028017,18,28,17
18028018,18,28,18
18028019,18,28,19
18028020,18,28,20
18028021,18,28,21
18028022,18,28,22
18028023,18,28,23
18028024,18,28,24
18028025,18,28,25
18028026,18,28,26
18028027,18,28,27
18028028,18,28,28
18029001,18,29,1
18029002,18,29,2
18029003,18,29,3
18029004,18,29,4
18029005,18,29,5
18029006,18,29,6
18029007,18,29,7
18029008,18,29,8
18029009,18,29,9
18029010,18,29,10
18029011,18,29,11
18029012,18,29,12
18029013,18,29,13
18029014,18,29,14
18029015,18,29,15
18029016,18,29,16
18029017,18,29,17
18029018,18,29,18
18029019,18,29,19
18029020,18,29,20
18029021,18,29,21
18029022,18,29,22
18029023,18,29,23
18029024,18,29,24
18029025,18,29,25
18030001,18,30,1
18030002,18,30,2
18030003,18,30,3
18030004,18,30,4
18030005,18,30,5
18030006,18,30,6
18030007,18,30,7
18030008,18,30,8
18030009,18,30,9
18030010,18,30,10
18030011,18,30,11
18030012,18,30,12
18030013,18,30,13
18030014,18,30,14
18030015,18,30,15
18030016,18,30,16
18030017,18,30,17
18030018,18,30,18
18030019,18,30,19
18030020,18,30,20
18030021,18,30,21
18030022,18,30,22
18030023,18,30,23
18030024,18,30,24
18030025,18,30,25
18030026,18,30,26
18030027,18,30,27
18030028,18,30,28
18030029,18,30,29
18030030,18,30,30
18030031,18,30,31
18031001,18,31,1
18031002,18,31,2
18031003,18,31,3
18031004,18,31,4
18031005,18,31,5
18031006,18,31,6
18031007,18,31,7
18031008,18,31,8
18031009,18,31,9
18031010,18,31,10
18031011,18,31,11
18031012,18,31,12
18031013,18,31,13
18031014,18,31,14
18031015,18,31,15
18031016,18,31,16
18031017,18,31,17
18031018,18,31,18
18031019,18,31,19
18031020,18,31,20
18031021,18,31,21
18031022,18,31,22
18031023,18,31,23
18031024,18,31,24
18031025,18,31,25
18031026,18,31,26
18031027,18,31,27
18031028,18,31,28
18031029,18,31,29
18031030,18,31,30
18031031,18,31,31
18031032,18,31,32
18031033,18,31,33
18031034,18,31,34
18031035,18,31,35
18031036,18,31,36
18031037,18,31,37
18031038,18,31,38
18031039,18,31,39
18031040,18,31,40
18032001,18,32,1
18032002,18,32,2
18032003,18,32,3
18032004,18,32,4
18032005,18,32,5
18032006,18,32,6
18032007,18,32,7
18032008,18,32,8
18032009,18,32,9
18032010,18,32,10
18032011,18,32,11
18032012,18,32,12
18032013,18,32,13
18032014,18,32,14
18032015,18,32,15
18032016,18,32,16
18032017,18,32,17
18032018,18,32,18
18032019,18,32,19
18032020,18,32,20
18032021,18,32,21
18032022,18,32,22
18033001,18,33,1
18033002,18,33,2
18033003,18,33,3
18033004,18,33,4
18033005,18,33,5
18033006,18,33,6
18033007,18,33,7
18033008,18,33,8
18033009,18,33,9
18033010,18,33,10
18033011,18,33,11
18033012,18,33,12
18033013,18,33,13
18033014,18,33,14
18033015,18,33,15
18033016,18,33,16
18033017,18,33,17
18033018,18,33,18
18033019,18,33,19
18033020,18,33,20
18033021,18,33,21
18033022,18,33,22
18033023,18,33,23
18033024,18,33,24
18033025,18,33,25
18033026,18,33,26
18033027,18,33,27
18033028,18,33,28
18033029,18,33,29
18033030,18,33,30
18033031,18,33,31
18033032,18,33,32
18033033,18,33,33
18034001,18,34,1
18034002,18,34,2
18034003,18,34,3
18034004,18,34,4
18034005,18,34,5
18034006,18,34,6
18034007,18,34,7
18034008,18,34,8
18034009,18,34,9
18034010,18,34,10
18034011,18,34,11
18034012,18,34,12
18034013,18,34,13
18034014,18,34,14
18034015,18,34,15
18034016,18,34,16
18034017,18,34,17
18034018,18,34,18
18034019,18,34,19
18034020,18,34,20
18034021,18,34,21
18034022,18,34,22
18034023,18,34,23
18034024,18,34,24
18034025,18,34,25
18034026,18,34,26
18034027,18,34,27
18034028,18,34,28
18034029,18,34,29
18034030,18,34,30
18034031,18,34,31
18034032,18,34,32
18034033,18,34,33
18034034,18,34,34
18034035,18,34,35
18034036,18,34,36
18034037,18,34,37
18035001,18,35,1
18035002,18,35,2
18035003,18,35,3
18035004,18,35,4
18035005,18,35,5
18035006,18,35,6
18035007,18,35,7
18035008,18,35,8
18035009,18,35,9
18035010,18,35,10
18035011,18,35,11
18035012,18,35,12
18035013,18,35,13
18035014,18,35,14
18035015,18,35,15
18035016,18,35,16
18036001,18,36,1
18036002,18,36,2
18036003,18,36,3
18036004,18,36,4
18036005,18,36,5
18036006,18,36,6
18036007,18,36,7
18036008,18,36,8
18036009,18,36,9
18036010,18,36,10
18036011,18,36,11
18036012,18,36,12
18036013,18,36,13
18036014,18,36,14
18036015,18,36,15
18036016,18,36,16
18036017,18,36,17
18036018,18,36,18
18036019,18,36,19
18036020,18,36,20
18036021,18,36,21
18036022,18,36,22
18036023,18,36,23
18036024,18,36,24
18036025,18,36,25
18036026,18,36,26
18036027,18,36,27
18036028,18,36,28
18036029,18,36,29
18036030,18,36,30
18036031,18,36,31
18036032,18,36,32
18036033,18,36,33
18037001,18,37,1
18037002,18,37,2
18037003,18,37,3
18037004,18,37,4
18037005,18,37,5
18037006,18,37,6
18037007,18,37,7
18037008,18,37,8
18037009,18,37,9
18037010,18,37,10
18037011,18,37,11
18037012,18,37,12
18037013,18,37,13
18037014,18,37,14
18037015,18,37,15
18037016,18,37,16
18037017,18,37,17
18037018,18,37,18
18037019,18,37,19
18037020,18,37,20
18037021,18,37,21
18037022,18,37,22
18037023,18,37,23
18037024,18,37,24
18038001,18,38,1
18038002,18,38,2
18038003,18,38,3
18038004,18,38,4
18038005,18,38,5
18038006,18,38,6
18038007,18,38,7
18038008,18,38,8
18038009,18,38,9
18038010,18,38,10
18038011,18,38,11
18038012,18,38,12
18038013,18,38,13
18038014,18,38,14
18038015,18,38,15
18038016,18,38,16
18038017,18,38,17
18038018,18,38,18
18038019,18,38,19
18038020,18,38,20
18038021,18,38,21
18038022,18,38,22
18038023,18,38,23
18038024,18,38,24
18038025,18,38,25
18038026,18,38,26
18038027,18,38,27
18038028,18,38,28
18038029,18,38,29
18038030,18,38,30
18038031,18,38,31
18038032,18,38,32
18038033,18,38,33
18038034,18,38,34
18038035,18,38,35
18038036,18,38,36
18038037,18,38,37
18038038,18,38,38
18038039,18,38,39
18038040,18,38,40
18038041,18,38,41
18039001,18,39,1
18039002,18,39,2
18039003,18,39,3
18039004,18,39,4
18039005,18,39,5
18039006,18,39,6
18039007,18,39,7
18039008,18,39,8
18039009,18,39,9
18039010,18,39,10
18039011,18,39,11
18039012,18,39,12
18039013,18,39,13
18039014,18,39,14
18039015,18,39,15
18039016,18,39,16
18039017,18,39,17
18039018,18,39,18
18039019,18,39,19
18039020,18,39,20
18039021,18,39,21
18039022,18,39,22
18039023,18,39,23
18039024,18,39,24
18039025,18,39,25
18039026,18,39,26
18039027,18,39,27
18039028,18,39,28
18039029,18,39,29
18039030,18,39,30
18040001,18,40,1
18040002,18,40,2
18040003,18,40,3
18040004,18,40,4
18040005,18,40,5
18040006,18,40,6
18040007,18,40,7
18040008,18,40,8
18040009,18,40,9
18040010,18,40,10
18040011,18,40,11
18040012,18,40,12
18040013,18,40,13
18040014,18,40,14
18040015,18,40,15
18040016,18,40,16
18040017,18,40,17
18040018,18,40,18
18040019,18,40,19
18040020,18,40,20
18040021,18,40,21
18040022,18,40,22
18040023,18,40,23
18040024,18,40,24
18041001,18,41,1
18041002,18,41,2
18041003,18,41,3
18041004,18,41,4
18041005,18,41,5
18041006,18,41,6
18041007,18,41,7
18041008,18,41,8
18041009,18,41,9
18041010,18,41,10
18041011,18,41,11
18041012,18,41,12
18041013,18,41,13
18041014,18,41,14
18041015,18,41,15
18041016,18,41,16
18041017,18,41,17
18041018,18,41,18
18041019,18,41,19
18041020,18,41,20
18041021,18,41,21
18041022,18,41,22
18041023,18,41,23
18041024,18,41,24
18041025,18,41,25
18041026,18,41,26
18041027,18,41,27
18041028,18,41,28
18041029,18,41,29
18041030,18,41,30
18041031,18,41,31
18041032,18,41,32
18041033,18,41,33
18041034,18,41,34
18042001,18,42,1
18042002,18,42,2
18042003,18,42,3
18042004,18,42,4
18042005,18,42,5
18042006,18,42,6
18042007,18,42,7
18042008,18,42,8
18042009,18,42,9
18042010,18,42,10
18042011,18,42,11
18042012,18,42,12
18042013,18,42,13
18042014,18,42,14
18042015,18,42,15
18042016,18,42,16
18042017,18,42,17
19001001,19,1,1
19001002,19,1,2
19001003,19,1,3
19001004,19,1,4
19001005,19,1,5
19001006,19,1,6
19002001,19,2,1
19002002,19,2,2
19002003,19,2,3
19002004,19,2,4
19002005,19,2,5
19002006,19,2,6
19002007,19,2,7
19002008,19,2,8
19002009,19,2,9
19002010,19,2,10
19002011,19,2,11
19002012,19,2,12
19003001,19,3,1
19003002,19,3,2
19003003,19,3,3
19003004,19,3,4
19003005,19,3,5
19003006,19,3,6
19003007,19,3,7
19003008,19,3,8
19004001,19,4,1
19004002,19,4,2
19004003,19,4,3
19004004,19,4,4
19004005,19,4,5
19004006,19,4,6
19004007,19,4,7
19004008,19,4,8
19005001,19,5,1
19005002,19,5,2
19005003,19,5,3
19005004,19,5,4
19005005,19,5,5
19005006,19,5,6
19005007,19,5,7
19005008,19,5,8
19005009,19,5,9
19005010,19,5,10
19005011,19,5,11
19005012,19,5,12
19006001,19,6,1
19006002,19,6,2
19006003,19,6,3
19006004,19,6,4
19006005,19,6,5
19006006,19,6,6
19006007,19,6,7
19006008,19,6,8
19006009,19,6,9
19006010,19,6,10
19007001,19,7,1
19007002,19,7,2
19007003,19,7,3
19007004,19,7,4
19007005,19,7,5
19007006,19,7,6
19007007,19,7,7
19007008,19,7,8
19007009,19,7,9
19007010,19,7,10
19007011,19,7,11
19007012,19,7,12
19007013,19,7,13
19007014,19,7,14
19007015,19,7,15
19007016,19,7,16
19007017,19,7,17
19008001,19,8,1
19008002,19,8,2
19008003,19,8,3
19008004,19,8,4
19008005,19,8,5
19008006,19,8,6
19008007,19,8,7
19008008,19,8,8
19008009,19,8,9
19009001,19,9,1
19009002,19,9,2
19009003,19,9,3
19009004,19,9,4
19009005,19,9,5
19009006,19,9,6
19009007,19,9,7
19009008,19,9,8
19009009,19,9,9
19009010,19,9,10
19009011,19,9,11
19009012,19,9,12
19009013,19,9,13
19009014,19,9,14
19009015,19,9,15
19009016,19,9,16
19009017,19,9,17
19009018,19,9,18
19009019,19,9,19
19009020,19,9,20
19010001,19,10,1
19010002,19,10,2
19010003,19,10,3
19010004,19,10,4
19010005,19,10,5
19010006,19,10,6
19010007,19,10,7
19010008,19,10,8
19010009,19,10,9
19010010,19,10,10
19010011,19,10,11
19010012,19,10,12
19010013,19,10,13
19010014,19,10,14
19010015,19,10,15
19010016,19,10,16
19010017,19,10,17
19010018,19,10,18
19011001,19,11,1
19011002,19,11,2
19011003,19,11,3
19011004,19,11,4
19011005,19,11,5
19011006,19,11,6
19011007,19,11,7
19012001,19,12,1
19012002,19,12,2
19012003,19,12,3
19012004,19,12,4
19012005,19,12,5
19012006,19,12,6
19012007,19,12,7
19012008,19,12,8
19013001,19,13,1
19013002,19,13,2
19013003,19,13,3
19013004,19,13,4
19013005,19,13,5
19013006,19,13,6
19014001,19,14,1
19014002,19,14,2
19014003,19,14,3
19014004,19,14,4
19014005,19,14,5
19014006,19,14,6
19014007,19,14,7
19015001,19,15,1
19015002,19,15,2
19015003,19,15,3
19015004,19,15,4
19015005,19,15,5
19016001,19,16,1
19016002,19,16,2
19016003,19,16,3
19016004,19,16,4
19016005,19,16,5
19016006,19,16,6
19016007,19,16,7
19016008,19,16,8
19016009,19,16,9
19016010,19,16,10
19016011,19,16,11
19017001,19,17,1
19017002,19,17,2
19017003,19,17,3
19017004,19,17,4
19017005,19,17,5
19017006,19,17,6
19017007,19,17,7
19017008,19,17,8
19017009,19,17,9
19017010,19,17,10
19017011,19,17,11
19017012,19,17,12
19017013,19,17,13
19017014,19,17,14
19017015,19,17,15
19018001,19,18,1
19018002,19,18,2
19018003,19,18,3
19018004,19,18,4
19018005,19,18,5
19018006,19,18,6
19018007,19,18,7
19018008,19,18,8
19018009,19,18,9
19018010,19,18,10
19018011,19,18,11
19018012,19,18,12
19018013,19,18,13
19018014,19,18,14
19018015,19,18,15
19018016,19,18,16
19018017,19,18,17
19018018,19,18,18
19018019,19,18,19
19018020,19,18,20
19018021,19,18,21
19018022,19,18,22
19018023,19,18,23
19018024,19,18,24
19018025,19,18,25
19018026,19,18,26
19018027,19,18,27
19018028,19,18,28
19018029,19,18,29
19018030,19,18,30
19018031,19,18,31
19018032,19,18,32
19018033,19,18,33
19018034,19,18,34
19018035,19,18,35
19018036,19,18,36
19018037,19,18,37
19018038,19,18,38
19018039,19,18,39
19018040,19,18,40
19018041,19,18,41
19018042,19,18,42
19018043,19,18,43
19018044,19,18,44
19018045,19,18,45
19018046,19,18,46
19018047,19,18,47
19018048,19,18,48
19018049,19,18,49
19018050,19,18,50
19019001,19,19,1
19019002,19,19,2
19019003,19,19,3
19019004,19,19,4
19019005,19,19,5
19019006,19,19,6
19019007,19,19,7
19019008,19,19,8
19019009,19,19,9
19019010,19,19,10
19019011,19,19,11
19019012,19,19,12
19019013,19,19,13
19019014,19,19,14
19020001,19,20,1
19020002,19,20,2
19020003,19,20,3
19020004,19,20,4
19020005,19,20,5
19020006,19,20,6
19020007,19,20,7
19020008,19,20,8
19020009,19,20,9
19021001,19,21,1
19021002,19,21,2
19021003,19,21,3
19021004,19,21,4
19021005,19,21,5
19021006,19,21,6
19021007,19,21,7
19021008,19,21,8
19021009,19,21,9
19021010,19,21,10
19021011,19,21,11
19021012,19,21,12
19021013,19,21,13
19022001,19,22,1
19022002,19,22,2
19022003,19,22,3
19022004,19,22,4
19022005,19,22,5
19022006,19,22,6
19022007,19,22,7
19022008,19,22,8
19022009,19,22,9
19022010,19,22,10
19022011,19,22,11
19022012,19,22,12
19022013,19,22,13
19022014,19,22,14
19022015,19,22,15
19022016,19,22,16
19022017,19,22,17
19022018,19,22,18
19022019,19,22,19
19022020,19,22,20
19022021,19,22,21
19022022,19,22,22
19022023,19,22,23
19022024,19,22,24
19022025,19,22,25
19022026,19,22,26
19022027,19,22,27
19022028,19,22,28
19022029,19,22,29
19022030,19,22,30
19022031,19,22,31
19023001,19,23,1
19023002,19,23,2
19023003,19,23,3
19023004,19,23,4
19023005,19,23,5
19023006,19,23,6
19024001,19,24,1
19024002,19,24,2
19024003,19,24,3
19024004,19,24,4
19024005,19,24,5
19024006,19,24,6
19024007,19,24,7
19024008,19,24,8
19024009,19,24,9
19024010,19,24,10
19025001,19,25,1
19025002,19,25,2
19025003,19,25,3
19025004,19,25,4
19025005,19,25,5
19025006,19,25,6
19025007,19,25,7
19025008,19,25,8
19025009,19,25,9
19025010,19,25,10
19025011,19,25,11
19025012,19,25,12
19025013,19,25,13
19025014,19,25,14
19025015,19,25,15
19025016,19,25,16
19025017,19,25,17
19025018,19,25,18
19025019,19,25,19
19025020,19,25,20
19025021,19,25,21
19025022,19,25,22
19026001,19,26,1
19026002,19,26,2
19026003,19,26,3
19026004,19,26,4
19026005,19,26,5
19026006,19,26,6
19026007,19,26,7
19026008,19,26,8
19026009,19,26,9
19026010,19,26,10
19026011,19,26,11
19026012,19,26,12
19027001,19,27,1
19027002,19,27,2
19027003,19,27,3
19027004,19,27,4
19027005,19,27,5
19027006,19,27,6
19027007,19,27,7
19027008,19,27,8
19027009,19,27,9
19027010,19,27,10
19027011,19,27,11
19027012,19,27,12
19027013,19,27,13
19027014,19,27,14
19028001,19,28,1
19028002,19,28,2
19028003,19,28,3
19028004,19,28,4
19028005,19,28,5
19028006,19,28,6
19028007,19,28,7
19028008,19,28,8
19028009,19,28,9
19029001,19,29,1
19029002,19,29,2
19029003,19,29,3
19029004,19,29,4
19029005,19,29,5
19029006,19,29,6
19029007,19,29,7
19029008,19,29,8
19029009,19,29,9
19029010,19,29,10
19029011,19,29,11
19030001,19,30,1
19030002,19,30,2
19030003,19,30,3
19030004,19,30,4
19030005,19,30,5
19030006,19,30,6
19030007,19,30,7
19030008,19,30,8
19030009,19,30,9
19030010,19,30,10
19030011,19,30,11
19030012,19,30,12
19031001,19,31,1
19031002,19,31,2
19031003,19,31,3
19031004,19,31,4
19031005,19,31,5
19031006,19,31,6
19031007,19,31,7
19031008,19,31,8
19031009,19,31,9
19031010,19,31,10
19031011,19,31,11
19031012,19,31,12
19031013,19,31,13
19031014,19,31,14
19031015,19,31,15
19031016,19,31,16
19031017,19,31,17
19031018,19,31,18
19031019,19,31,19
19031020,19,31,20
19031021,19,31,21
19031022,19,31,22
19031023,19,31,23
19031024,19,31,24
19032001,19,32,1
19032002,19,32,2
19032003,19,32,3
19032004,19,32,4
19032005,19,32,5
19032006,19,32,6
19032007,19,32,7
19032008,19,32,8
19032009,19,32,9
19032010,19,32,10
19032011,19,32,11
19033001,19,33,1
19033002,19,33,2
19033003,19,33,3
19033004,19,33,4
19033005,19,33,5
19033006,19,33,6
19033007,19,33,7
19033008,19,33,8
19033009,19,33,9
19033010,19,33,10
19033011,19,33,11
19033012,19,33,12
19033013,19,33,13
19033014,19,33,14
19033015,19,33,15
19033016,19,33,16
19033017,19,33,17
19033018,19,33,18
19033019,19,33,19
19033020,19,33,20
19033021,19,33,21
19033022,19,33,22
19034001,19,34,1
19034002,19,34,2
19034003,19,34,3
19034004,19,34,4
19034005,19,34,5
19034006,19,34,6
19034007,19,34,7
19034008,19,34,8
19034009,19,34,9
19034010,19,34,10
19034011,19,34,11
19034012,19,34,12
19034013,19,34,13
19034014,19,34,14
19034015,19,34,15
19034016,19,34,16
19034017,19,34,17
19034018,19,34,18
19034019,19,34,19
19034020,19,34,20
19034021,19,34,21
19034022,19,34,22
19035001,19,35,1
19035002,19,35,2
19035003,19,35,3
19035004,19,35,4
19035005,19,35,5
19035006,19,35,6
19035007,19,35,7
19035008,19,35,8
19035009,19,35,9
19035010,19,35,10
19035011,19,35,11
19035012,19,35,12
19035013,19,35,13
19035014,19,35,14
19035015,19,35,15
19035016,19,35,16
19035017,19,35,17
19035018,19,35,18
19035019,19,35,19
19035020,19,35,20
19035021,19,35,21
19035022,19,35,22
19035023,19,35,23
19035024,19,35,24
19035025,19,35,25
19035026,19,35,26
19035027,19,35,27
19035028,19,35,28
19036001,19,36,1
19036002,19,36,2
19036003,19,36,3
19036004,19,36,4
19036005,19,36,5
19036006,19,36,6
19036007,19,36,7
19036008,19,36,8
19036009,19,36,9
19036010,19,36,10
19036011,19,36,11
19036012,19,36,12
19037001,19,37,1
19037002,19,37,2
19037003,19,37,3
19037004,19,37,4
19037005,19,37,5
19037006,19,37,6
19037007,19,37,7
19037008,19,37,8
19037009,19,37,9
19037010,19,37,10
19037011,19,37,11
19037012,19,37,12
19037013,19,37,13
19037014,19,37,14
19037015,19,37,15
19037016,19,37,16
19037017,19,37,17
19037018,19,37,18
19037019,19,37,19
19037020,19,37,20
19037021,19,37,21
19037022,19,37,22
19037023,19,37,23
19037024,19,37,24
19037025,19,37,25
19037026,19,37,26
19037027,19,37,27
19037028,19,37,28
19037029,19,37,29
19037030,19,37,30
19037031,19,37,31
19037032,19,37,32
19037033,19,37,33
19037034,19,37,34
19037035,19,37,35
19037036,19,37,36
19037037,19,37,37
19037038,19,37,38
19037039,19,37,39
19037040,19,37,40
19038001,19,38,1
19038002,19,38,2
19038003,19,38,3
19038004,19,38,4
19038005,19,38,5
19038006,19,38,6
19038007,19,38,7
19038008,19,38,8
19038009,19,38,9
19038010,19,38,10
19038011,19,38,11
19038012,19,38,12
19038013,19,38,13
19038014,19,38,14
19038015,19,38,15
19038016,19,38,16
19038017,19,38,17
19038018,19,38,18
19038019,19,38,19
19038020,19,38,20
19038021,19,38,21
19038022,19,38,22
19039001,19,39,1
19039002,19,39,2
19039003,19,39,3
19039004,19,39,4
19039005,19,39,5
19039006,19,39,6
19039007,19,39,7
19039008,19,39,8
19039009,19,39,9
19039010,19,39,10
19039011,19,39,11
19039012,19,39,12
19039013,19,39,13
19040001,19,40,1
19040002,19,40,2
19040003,19,40,3
19040004,19,40,4
19040005,19,40,5
19040006,19,40,6
19040007,19,40,7
19040008,19,40,8
19040009,19,40,9
19040010,19,40,10
19040011,19,40,11
19040012,19,40,12
19040013,19,40,13
19040014,19,40,14
19040015,19,40,15
19040016,19,40,16
19040017,19,40,17
19041001,19,41,1
19041002,19,41,2
19041003,19,41,3
19041004,19,41,4
19041005,19,41,5
19041006,19,41,6
19041007,19,41,7
19041008,19,41,8
19041009,19,41,9
19041010,19,41,10
19041011,19,41,11
19041012,19,41,12
19041013,19,41,13
19042001,19,42,1
19042002,19,42,2
19042003,19,42,3
19042004,19,42,4
19042005,19,42,5
19042006,19,42,6
19042007,19,42,7
19042008,19,42,8
19042009,19,42,9
19042010,19,42,10
19042011,19,42,11
19043001,19,43,1
19043002,19,43,2
19043003,19,43,3
19043004,19,43,4
19043005,19,43,5
19044001,19,44,1
19044002,19,44,2
19044003,19,44,3
19044004,19,44,4
19044005,19,44,5
19044006,19,44,6
19044007,19,44,7
19044008,19,44,8
19044009,19,44,9
19044010,19,44,10
19044011,19,44,11
19044012,19,44,12
19044013,19,44,13
19044014,19,44,14
19044015,19,44,15
19044016,19,44,16
19044017,19,44,17
19044018,19,44,18
19044019,19,44,19
19044020,19,44,20
19044021,19,44,21
19044022,19,44,22
19044023,19,44,23
19044024,19,44,24
19044025,19,44,25
19044026,19,44,26
19045001,19,45,1
19045002,19,45,2
19045003,19,45,3
19045004,19,45,4
19045005,19,45,5
19045006,19,45,6
19045007,19,45,7
19045008,19,45,8
19045009,19,45,9
