language_code,language_name,script_direction,metadata
xni,Ngarigu,left-to-right,"{""region"": ""Australia, Pacific"", ""alternate-names"": [""Bemeringal"", ""Bradjerak"", ""Brajerak"", ""Brajerang"", ""Currak-da-bidgee"", ""Garego"", ""Guramal"", ""Gur-mal"", ""Murring"", ""Ngarago"", ""Ngarego"", ""Ngarico"", ""Ngarigo"", ""Ngarroogoo"", ""Ngarrugu"", ""Ngaryo"", ""Nguramal""]}"
xnj,Ngoni (Tanzania),,{}
xnk,Nganakarti,,{}
xnm,Ngumbarl,,{}
xnn,Northern Kankanay,left-to-right,"{""region"": ""Philippines, Asia"", ""alternate-names"": [""Sagada Igorot"", ""Western Bontoc""]}"
xno,Anglo-Norman,left-to-right,"{""region"": ""United Kingdom, Europe""}"
xnq,Ngoni (Mozambique),,{}
xnr,Kangri,left-to-right,"{""macrolanguage"": ""doi"", ""region"": ""India, Asia"", ""alternate-names"": [""Kangra-Dogri"", ""Pahari"", ""Pahari Kangri"", ""Hamirpuri"", ""Palampuri""]}"
xns,Kanashi,left-to-right,"{""region"": ""India, Asia"", ""alternate-names"": [""Kanasi"", ""Malani""]}"
xnt,Narragansett,left-to-right,"{""region"": ""United States, Americas""}"
xnu,Nukunul,,{}
xny,Nyiyaparli,left-to-right,"{""region"": ""Australia, Pacific"", ""alternate-names"": [""Iabali"", ""Jana"", ""Janari"", ""Niabali"", ""Njiabadi"", ""Njiabali"", ""Njijabadi"", ""Njijabali"", ""Njijapali"", ""Nyiyabali"", ""Nyiyapali"", ""Nyiypali""]}"
xnz,Kenzi,left-to-right,"{""description"": ""Mattoki"", ""region"": ""Egypt, Africa"", ""alternate-names"": [""Kenuz"", ""Kenuzi"", ""Kunuz"", ""Kunuz Nubian"", ""Kunuzi"", ""Mattokki""]}"
xoc,O'chi'chi',,{}
xod,Kokoda,left-to-right,"{""region"": ""Indonesia, Asia"", ""alternate-names"": [""Komudago"", ""Nebes"", ""Oderago"", ""Samalek"", ""Kasuweri (Komudago)"", ""Negri Besar (Negeri Besar)""]}"
xog,Soga,left-to-right,"{""region"": ""Uganda, Africa"", ""alternate-names"": [""Olusoga"", ""Nholo (Lunholo)"", ""Tenga (Lutenga)"", ""Temb\u00e9 (Lutembe)"", ""Siginyi"", ""Luuka"", ""Lulamoogi"", ""Lukono"", ""Lamogi (Lamoogi)"", ""Diope (Ludiope)"", ""Kigulu (Lukigulu)"", ""Gweri (Lugweri)"", ""Gabula (Lugabula)"", ""Lulamogi"", ""Siki (Lusiginyi)""]}"
xoi,Kominimung,left-to-right,"{""region"": ""Papua New Guinea, Pacific""}"
xok,Xokleng,left-to-right,"{""region"": ""Brazil, Americas"", ""alternate-names"": [""Aweikoma"", ""Botocudos"", ""Bugre""]}"
xom,Komo (Sudan),left-to-right,"{""region"": ""Sudan, Africa"", ""alternate-names"": [""Central Koma"", ""Koma"", ""Madiin"", ""South Koma"", ""Como"", ""Gokwom"", ""Hayahaya"", ""Aru""]}"
xon,Konkomba,left-to-right,"{""region"": ""Ghana, Africa"", ""alternate-names"": [""Kpankpamba"", ""Nalong"", ""Lichabool"", ""Likoonli (Likonl)"", ""Liquan""]}"
xoo,Xukurú,left-to-right,"{""region"": ""Brazil, Americas"", ""alternate-names"": [""Kirir\u00ed"", ""Kirir\u00ed-Xok\u00f3""]}"
xop,Kopar,left-to-right,"{""region"": ""Papua New Guinea, Pacific""}"
xor,Korubo,left-to-right,"{""region"": ""Brazil, Americas"", ""alternate-names"": [""Caceteiros""]}"
xow,Kowaki,left-to-right,"{""region"": ""Papua New Guinea, Pacific""}"
xpa,Pirriya,,{}
xpb,Northeastern Tasmanian,,"{""description"": ""Pyemmairrener""}"
xpc,Pecheneg,left-to-right,"{""region"": ""Ukraine, Europe""}"
xpd,Oyster Bay Tasmanian,,{}
xpe,Liberia Kpelle,left-to-right,"{""macrolanguage"": ""kpe"", ""region"": ""Liberia, Africa"", ""alternate-names"": [""Gbese"", ""Kpele"", ""Kpwessi"", ""Pessa"", ""Pessy"", ""Nyawokole"", ""Boopolu"", ""Fuama""]}"
xpf,Southeast Tasmanian,,"{""description"": ""Nuenonne""}"
xpg,Phrygian,left-to-right,"{""region"": ""Turkey, Asia""}"
xph,North Midlands Tasmanian,,"{""description"": ""Tyerrenoterpanner""}"
xpi,Pictish,left-to-right,"{""region"": ""United Kingdom, Europe""}"
xpj,Mpalitjanh,,{}
xpk,Kulina Pano,left-to-right,"{""region"": ""Brazil, Americas"", ""alternate-names"": [""Culina Pano"", ""Kulina do Acre""]}"
xpl,Port Sorell Tasmanian,,{}
xpm,Pumpokol,left-to-right,"{""region"": ""Russian Federation, Europe""}"
xpn,Kapinawá,left-to-right,"{""region"": ""Brazil, Americas""}"
xpo,Pochutec,left-to-right,"{""region"": ""Mexico, Americas""}"
xpp,Puyo-Paekche,left-to-right,"{""region"": ""Republic of Korea, Asia""}"
xpq,Mohegan-Pequot,left-to-right,"{""region"": ""United States, Americas""}"
xpr,Parthian,left-to-right,"{""region"": ""Islamic Republic of Iran, Asia""}"
xps,Pisidian,left-to-right,"{""region"": ""Turkey, Asia""}"
xpt,Punthamara,,{}
xpu,Punic,left-to-right,"{""region"": ""Tunisia, Africa""}"
xpv,Northern Tasmanian,,"{""description"": ""Tommeginne""}"
xpw,Northwestern Tasmanian,,"{""description"": ""Peerapper""}"
xpx,Southwestern Tasmanian,,"{""description"": ""Toogee""}"
xpy,Puyo,left-to-right,"{""region"": ""Democratic People's Republic of Korea, Asia""}"
xpz,Bruny Island Tasmanian,,{}
xqa,Karakhanid,left-to-right,"{""region"": ""China, Asia""}"
xqt,Qatabanian,left-to-right,"{""region"": ""Yemen, Asia""}"
xra,Krahô,left-to-right,"{""region"": ""Brazil, Americas"", ""alternate-names"": [""Cra\u00f4"", ""Kra\u00f4""]}"
xrb,Eastern Karaboro,left-to-right,"{""region"": ""Burkina Faso, Africa"", ""alternate-names"": [""Kar"", ""Ker"", ""Kler""]}"
xrd,Gundungurra,,{}
xre,Kreye,,{}
xrg,Minang,,{}
xri,Krikati-Timbira,left-to-right,"{""region"": ""Brazil, Americas"", ""alternate-names"": [""Krikati-Gaviao"", ""Krinkati-Gaviao"", ""Krinkati-Timbira"", ""Krinkati (Karakati)""]}"
xrm,Armazic,left-to-right,"{""region"": ""Georgia, Asia""}"
xrn,Arin,left-to-right,"{""region"": ""Russian Federation, Europe""}"
xrq,Karranga,,"{""use-instead"": ""dmw"", ""description"": ""Deprecated from 2020-03-28. ""}"
xrr,Raetic,left-to-right,"{""region"": ""Switzerland, Europe""}"
xrt,Aranama-Tamique,left-to-right,"{""region"": ""United States, Americas""}"
xru,Marriammu,left-to-right,"{""region"": ""Australia, Pacific"", ""alternate-names"": [""Mareammu""]}"
xrw,Karawa,left-to-right,"{""region"": ""Papua New Guinea, Pacific"", ""alternate-names"": [""Bulawa""]}"
xsa,Sabaean,left-to-right,"{""region"": ""Yemen, Asia""}"
xsb,Sambal,left-to-right,"{""region"": ""Philippines, Asia"", ""alternate-names"": [""Sambali"", ""Tina"", ""Tina Sambal"", ""Iba"", ""Masinloc"", ""Santa Cruz""]}"
xsc,Scythian,left-to-right,"{""region"": ""Kazakhstan, Asia""}"
xsd,Sidetic,left-to-right,"{""region"": ""Turkey, Asia""}"
xse,Sempan,left-to-right,"{""region"": ""Indonesia, Asia"", ""alternate-names"": [""Nararapi""]}"
xsh,Shamang,left-to-right,"{""region"": ""Nigeria, Africa"", ""alternate-names"": [""Samang"", ""Samban""]}"
xsi,Sio,left-to-right,"{""region"": ""Papua New Guinea, Pacific"", ""alternate-names"": [""Sigawa""]}"
xsj,Subi,left-to-right,"{""description"": ""see also suj"", ""region"": ""United Republic of Tanzania, Africa""}"
xsl,South Slavey,left-to-right,"{""macrolanguage"": ""den"", ""region"": ""Canada, Americas"", ""alternate-names"": [""Dene"", ""Den\u00e9"", ""Denetha"", ""Mackenzian"", ""Slave"", ""Slavi""]}"
xsm,Kasem,left-to-right,"{""region"": ""Burkina Faso, Africa"", ""alternate-names"": [""Kasena"", ""Kasim"", ""Kassem"", ""Kassena"", ""Kassene""]}"
xsn,Sanga (Nigeria),left-to-right,"{""region"": ""Nigeria, Africa"", ""alternate-names"": [""Asanga"", ""Isanga""]}"
xso,Solano,left-to-right,"{""region"": ""Mexico, Americas""}"
xsp,Silopi,left-to-right,"{""region"": ""Papua New Guinea, Pacific""}"
xsq,Makhuwa-Saka,left-to-right,"{""region"": ""Mozambique, Africa"", ""alternate-names"": [""Esaaka"", ""Isaanga"", ""Ishanga"", ""Saanga"", ""Saka"", ""Sanga"", ""Rati (Erati)"", ""Saka (Esaaka)""]}"
xsr,Sherpa,left-to-right,"{""region"": ""Nepal, Asia"", ""alternate-names"": [""Serwa"", ""Sharpa"", ""Sharpa Bhotia"", ""Xiaerba"", ""Xarba"", ""Ramechhap"", ""West Sherpa"", ""South Sherpa"", ""Central Sherpa (Solu)"", ""East Sherpa (Dolakha)"", ""North Sherpa (Khumbu)""]}"
xss,Assan,left-to-right,"{""region"": ""Russian Federation, Europe""}"
xsu,Sanumá,left-to-right,"{""region"": ""Venezuela, Americas"", ""alternate-names"": [""Sanema"", ""Tsanuma"", ""Chirichano"", ""Guaika"", ""Samatali"", ""Samatari"", ""Sanima"", ""Xamatari"", ""Cobari (Cobariwa)"", ""Kobali"", ""Yanoma (Kohoroxitari)"", ""Yanoma (Samatali)""]}"
xsv,Sudovian,left-to-right,"{""region"": ""Poland, Europe""}"
xsy,Saisiyat,left-to-right,"{""region"": ""Taiwan, Province of China, Asia"", ""alternate-names"": [""Amutoura"", ""Bouiok"", ""Saisett"", ""Saisiat"", ""Saisiett"", ""Saisirat"", ""Saisyet"", ""Saisyett"", ""Seisirat"", ""Taai (North Saiset)"", ""Tungho (South Saiset)""]}"
xta,Alcozauca Mixtec,left-to-right,"{""region"": ""Mexico, Americas"", ""alternate-names"": [""Mixteco de Alocozauca"", ""Mixteco de Xochapa"", ""Petlacalancingo Mixtec"", ""Xochapa Mixtec""]}"
xtb,Chazumba Mixtec,left-to-right,"{""region"": ""Mexico, Americas"", ""alternate-names"": [""Mixteco de Chazumba"", ""Mixteco de la Frontera Puebla-Oaxaca"", ""Northern Oaxaca Mixtec""]}"
xtc,Katcha-Kadugli-Miri,left-to-right,"{""region"": ""Sudan, Africa"", ""alternate-names"": [""Kudugli"", ""Toma Ma Dalla"", ""Talla"", ""Kadugli (Dakalla)"", ""Dhalla"", ""Tolubi"", ""Katcha (Dholubi)""]}"
xtd,Diuxi-Tilantongo Mixtec,left-to-right,"{""region"": ""Mexico, Americas"", ""alternate-names"": [""Central Nochistl\u00e1n Mixtec"", ""Mixteco de Diuxi-Tilantongo"", ""Mixteco del Este Central""]}"
xte,Ketengban,left-to-right,"{""region"": ""Indonesia, Asia"", ""alternate-names"": [""Kupel"", ""Oktengban""]}"
xtg,Transalpine Gaulish,left-to-right,"{""region"": ""France, Europe""}"
xth,Yitha Yitha,left-to-right,"{""region"": ""Australia, Pacific"", ""alternate-names"": [""Eetha-eetha"", ""Eethee Eethee"", ""Eethie-eethie"", ""Ita-ita"", ""Ithi-ithi"", ""Iti-iti"", ""Tjuop"", ""Yetho"", ""Yitsa"", ""Yit-tha""]}"
xti,Sinicahua Mixtec,left-to-right,"{""region"": ""Mexico, Americas"", ""alternate-names"": [""Mixteco de San Antonio Sinicahua""]}"
xtj,San Juan Teita Mixtec,left-to-right,"{""region"": ""Mexico, Americas"", ""alternate-names"": [""Mixteco de San Juan Teita"", ""Teita Mixtec""]}"
xtl,Tijaltepec Mixtec,left-to-right,"{""region"": ""Mexico, Americas"", ""alternate-names"": [""Mixteco de San Pablo Tijaltepec"", ""Mixteco de Santa Mar\u00eda Yosoy\u00faa""]}"
xtm,Magdalena Peñasco Mixtec,left-to-right,"{""region"": ""Mexico, Americas"", ""alternate-names"": [""San Agust\u00edn Tlacotepec Mixtec"", ""San Crist\u00f3bal Amoltepec Mixtec"", ""San Mateo Pe\u00f1asco Mixtec""]}"
xtn,Northern Tlaxiaco Mixtec,left-to-right,"{""region"": ""Mexico, Americas"", ""alternate-names"": [""Mixteco de San Juan \u00d1um\u00ed"", ""Mixteco del Norte de Tlaxiaco"", ""\u00d1um\u00ed Mixtec"", ""San Antonio Nduaxico"", ""San Sebastian Nicananduta"", ""San Antonio Monte Verde"", ""Santiago Nundiche""]}"
xto,Tokharian A,left-to-right,"{""region"": ""China, Asia""}"
xtp,San Miguel Piedras Mixtec,left-to-right,"{""region"": ""Mexico, Americas"", ""alternate-names"": [""Mixteco de San Miguel Piedras""]}"
xtq,Tumshuqese,left-to-right,"{""region"": ""China, Asia""}"
xtr,Early Tripuri,left-to-right,"{""region"": ""India, Asia""}"
xts,Sindihui Mixtec,left-to-right,"{""region"": ""Mexico, Americas""}"
xtt,Tacahua Mixtec,left-to-right,"{""region"": ""Mexico, Americas"", ""alternate-names"": [""Mixteco de Santa Cruz Tacahua"", ""Mixteco del Sur Medio""]}"
xtu,Cuyamecalco Mixtec,left-to-right,"{""region"": ""Mexico, Americas"", ""alternate-names"": [""Cuicatl\u00e1n Mixtec"", ""Mixteco de Ca\u00f1ada central"", ""Mixteco de Cuyamecalco""]}"
xtv,Thawa,,{}
xtw,Tawandê,left-to-right,"{""region"": ""Brazil, Americas"", ""alternate-names"": [""Da'wan'du"", ""Tawaind\u00ea""]}"
xty,Yoloxochitl Mixtec,left-to-right,"{""region"": ""Mexico, Americas"", ""alternate-names"": [""Mixteco de Yolox\u00f3chitl""]}"
xtz,Tasmanian,left-to-right,"{""description"": ""Deprecated from 2020-03-28. see xpb, xpd, xpf, xph, xpl, xpv, xpw, xpx, xpz"", ""region"": ""Australia, Pacific""}"
xua,Alu Kurumba,left-to-right,"{""region"": ""India, Asia"", ""alternate-names"": [""Alu Kurumba Nonstandard Kannada"", ""Hal Kurumba"", ""Pal Kurumba""]}"
xub,Betta Kurumba,left-to-right,"{""region"": ""India, Asia"", ""alternate-names"": [""Kadu Kurumba"", ""Urali Kurumba""]}"
xud,Umiida,left-to-right,"{""region"": ""Australia, Pacific"", ""alternate-names"": [""Aobidai of Ongkarango"", ""O:ka:ta"", ""O:kada"", ""Okat"", ""Oken"", ""Okwata"", ""Oomida"", ""Umeda"", ""Umede"", ""Umida"", ""Umidi"", ""Wumide""]}"
xug,Kunigami,left-to-right,"{""region"": ""Japan, Asia""}"
xuj,Jennu Kurumba,left-to-right,"{""region"": ""India, Asia"", ""alternate-names"": [""Jen Kurumba"", ""Jennu Kurumba"", ""Jennu Nudi"", ""Kattu Nayaka"", ""Naik Kurumba"", ""Nonstandard Kannada"", ""Shola Nayakan"", ""Ten Kurumba""]}"
xul,Ngunawal,,"{""description"": ""Nunukul""}"
xum,Umbrian,left-to-right,"{""region"": ""Italy, Europe""}"
xun,Unggaranggu,,{}
xuo,Kuo,left-to-right,"{""region"": ""Chad, Africa"", ""alternate-names"": [""Ko"", ""Koh""]}"
xup,Upper Umpqua,left-to-right,"{""region"": ""United States, Americas""}"
xur,Urartian,left-to-right,"{""region"": ""Turkey, Asia""}"
xut,Kuthant,,{}
xuu,Kxoe,left-to-right,"{""description"": ""Khwedam"", ""region"": ""Namibia, Africa"", ""alternate-names"": [""!Hukwe"", ""Black Bushman"", ""Cazama"", ""Glanda-Khwe"", ""Kxoe"", ""Kxoedam"", ""Schekere"", ""Vazama"", ""Water Bushmen"", ""Xu"", ""Xuhwe"", ""Zama"", ""Mbarakwena"", ""Mbarakwengo"", ""Basarwa"", ""Khoe"", ""Barakwena"", ""Barakwengo"", ""Mbara Kwengo"", ""Buga-Khwe"", ""Tannekwe"", ""Gani-Khwe"", ""Bukakhwe"", ""Buga-Kxoe (||Ani-Khoe)"", ""Buga-Kxoe"", ""||Xom-Kxoe"", ""||Xo-Kxoe"", ""||Anikxoe"", ""||Anikhwe"", ""\""River Bushman\"""", ""||Ani"", ""Boga""]}"
xve,Venetic,left-to-right,"{""region"": ""Italy, Europe""}"
xvi,Kamviri,left-to-right,"{""region"": ""Afghanistan, Asia"", ""alternate-names"": [""Kamik"", ""Lamertiviri""]}"
xvn,Vandalic,left-to-right,"{""region"": ""Spain, Europe""}"
xvo,Volscian,left-to-right,"{""region"": ""Italy, Europe""}"
xvs,Vestinian,left-to-right,"{""region"": ""Italy, Europe""}"
xwa,Kwaza,left-to-right,"{""region"": ""Brazil, Americas"", ""alternate-names"": [""Coaia"", ""Koai\u00e1"", ""Koaya"", ""Quai\u00e1""]}"
xwc,Woccon,left-to-right,"{""region"": ""United States, Americas""}"
xwd,Wadi Wadi,left-to-right,"{""region"": ""Australia, Pacific"", ""alternate-names"": [""Biangil"", ""Dacournditch"", ""Wathiwathi"", ""Wattewatte"", ""Watthiwatthi"", ""Watty-watty"", ""Withaija"", ""Woani"", ""Wohdi Wohdi"", ""Woonyi"", ""Wotti-wotti""]}"
xwe,Xwela Gbe,left-to-right,"{""region"": ""Benin, Africa"", ""alternate-names"": [""Houeda"", ""Peda"", ""Phera"", ""Xwela"", ""Xwela-Gba""]}"
xwg,Kwegu,left-to-right,"{""region"": ""Ethiopia, Africa"", ""alternate-names"": [""Bacha"", ""Koegu"", ""Kwegi"", ""Menja"", ""Nidi"", ""Yidinich (Yidi)"", ""Yidinit""]}"
xwj,Wajuk,,{}
xwk,Wangkumara,left-to-right,"{""region"": ""Australia, Pacific"", ""alternate-names"": [""Wangumarra"", ""Wongkumara""]}"
xwl,Western Xwla Gbe,left-to-right,"{""region"": ""Benin, Africa"", ""alternate-names"": [""Phla"", ""Xwla"", ""Xwla-Gbe""]}"
xwo,Written Oirat,left-to-right,"{""region"": ""Mongolia, Asia""}"
xwr,Kwerba Mamberamo,left-to-right,"{""region"": ""Indonesia, Asia"", ""alternate-names"": [""Napok"", ""Nobuk"", ""Nogukwabai"", ""Nopuk"", ""Nopukw"", ""Tatsewalem""]}"
xwt,Wotjobaluk,,{}
xww,Wemba Wemba,,{}
xxb,Boro (Ghana),left-to-right,"{""region"": ""Ghana, Africa""}"
xxk,Ke'o,left-to-right,"{""region"": ""Indonesia, Asia"", ""alternate-names"": [""Nage-Keo""]}"
xxm,Minkin,left-to-right,"{""region"": ""Australia, Pacific""}"
xxr,Koropó,,{}
xxt,Tambora,left-to-right,"{""region"": ""Indonesia, Asia""}"
xya,Yaygir,,{}
xyb,Yandjibara,,{}
xyj,Mayi-Yapi,,{}
xyk,Mayi-Kulan,,{}
xyl,Yalakalore,left-to-right,"{""region"": ""Brazil, Americas""}"
xyt,Mayi-Thakurti,,{}
xyy,Yorta Yorta,left-to-right,"{""region"": ""Australia, Pacific"", ""alternate-names"": [""Arramouro"", ""Bangerang"", ""Gunbowerooranditchgoole"", ""Gunbowers"", ""Jotijota"", ""Kwart Kwart"", ""Moira"", ""Ngarrimouro"", ""Ngarrimowro"", ""Unungun"", ""Wol-Lithiga"", ""Woollathura"", ""Yoorta"", ""Yota Yota""]}"
xzh,Zhang-Zhung,left-to-right,"{""region"": ""China, Asia""}"
xzm,Zemgalian,left-to-right,"{""region"": ""Latvia, Europe""}"
xzp,Ancient Zapotec,left-to-right,"{""region"": ""Mexico, Americas""}"
yaa,Yaminahua,left-to-right,"{""region"": ""Peru, Americas"", ""alternate-names"": [""Jaminawa"", ""Yamanawa"", ""Yaminawa"", ""Jaminaw\u00e1"", ""Yamin\u00e1wa"", ""Yuminahua"", ""Morunahua"", ""Chitonahua (Foredafa)"", ""Horudahua"", ""Horunahua"", ""Moronahua""]}"
yab,Yuhup,left-to-right,"{""region"": ""Brazil, Americas"", ""alternate-names"": [""Mak\u00fa-Yahup"", ""Yahup"", ""Yahup Mak\u00fa"", ""Y\u00ebhup"", ""Maku""]}"
yac,Pass Valley Yali,left-to-right,"{""region"": ""Indonesia, Asia"", ""alternate-names"": [""Abendago"", ""North Ngalik"", ""Pass Valley"", ""Western Yali"", ""Yaly""]}"
yad,Yagua,left-to-right,"{""region"": ""Brazil, Americas"", ""alternate-names"": [""Llagua"", ""Nijyam\u00ef\u00ef Nikyejaada"", ""Yahua"", ""Yava"", ""Yegua""]}"
yae,Pumé,left-to-right,"{""region"": ""Venezuela, Americas"", ""alternate-names"": [""Llaruro"", ""Yaruru"", ""Yuap\u00edn""]}"
yaf,Yaka (Democratic Republic of Congo),left-to-right,"{""region"": ""The Democratic Republic of the Congo, Africa"", ""alternate-names"": [""Iaca"", ""Iaka"", ""Iyaka""]}"
yag,Yámana,left-to-right,"{""region"": ""Chile, Americas"", ""alternate-names"": [""Yahgan"", ""Tequenica"", ""Yag\u00e1n"", ""Yaghan""]}"
yah,Yazgulyam,left-to-right,"{""region"": ""Tajikistan, Asia"", ""alternate-names"": [""Iazgulem"", ""Yazghulomi"", ""Yazgulam"", ""Yazgulyami""]}"
yai,Yagnobi,left-to-right,"{""region"": ""Tajikistan, Asia"", ""alternate-names"": [""Yaghnabi"", ""Yaghnobi"", ""Yaghnubi"", ""Yagnabi"", ""Yagnob"", ""Yagnubi""]}"
yaj,Banda-Yangere,left-to-right,"{""region"": ""Central African Republic, Africa"", ""alternate-names"": [""Yangere"", ""Yanguere""]}"
yak,Yakama,left-to-right,"{""region"": ""United States, Americas"", ""alternate-names"": [""Ichishk\u00edin""]}"
yal,Yalunka,left-to-right,"{""region"": ""Guinea, Africa"", ""alternate-names"": [""Dialonke"", ""Djallonke"", ""Dyalonke"", ""Jalonke"", ""Jalunga"", ""Yalunke"", ""Kjalonke"", ""Dialonk\u00e9"", ""Jalonk\u00e9"", ""Bafing""]}"
yam,Yamba,left-to-right,"{""region"": ""Cameroon, Africa"", ""alternate-names"": [""Bebaroe"", ""Boenga Ko"", ""Kakayamba"", ""Mbubem"", ""Muzok"", ""Swe'nga"", ""Yang"", ""Bom"", ""Fam"", ""Gamfe"", ""Gom"", ""Gwembe"", ""Ngung"", ""Ntim"", ""Nwa"", ""Rom"", ""Saam"", ""Sih""]}"
yan,Mayangna,left-to-right,"{""region"": ""Nicaragua, Americas"", ""alternate-names"": [""Sumu"", ""Panamahka (Panamaca)"", ""Tuahka (Taguasca)""]}"
yao,Yao,left-to-right,"{""region"": ""Malawi, Africa"", ""alternate-names"": [""Achawa"", ""Adsawa"", ""Adsoa"", ""Ajawa"", ""Ayao"", ""Ayawa"", ""Ayo"", ""Chiyao"", ""Djao"", ""Haiao"", ""Hiao"", ""Hyao"", ""Jao"", ""Veiao"", ""Wajao"", ""Ciyao"", ""Hajao"", ""Kiyao"", ""Chichawa"", ""Tunduru Yao"", ""Chikonono (Cikonono)"", ""Machinga"", ""Makale (Cimakale)"", ""Mangochi"", ""Massaninga (Cimassaninga)""]}"
yap,Yapese,left-to-right,"{""region"": ""Federated States of Micronesia, Pacific""}"
yaq,Yaqui,left-to-right,"{""region"": ""Mexico, Americas""}"
yar,Yabarana,left-to-right,"{""region"": ""Venezuela, Americas"", ""alternate-names"": [""Yauarana"", ""Yawarana"", ""Wokiare (Guaiquiare)"", ""Uaiquiare"", ""Curasicana (Orechicano)"", ""Guayqueri""]}"
yas,Nugunu (Cameroon),left-to-right,"{""region"": ""Cameroon, Africa"", ""alternate-names"": [""Behie"", ""Beke"", ""Gounou"", ""Gunu"", ""Nu Gunu"", ""Ombessa"", ""Yambasa"", ""Yambassa""]}"
yat,Yambeta,left-to-right,"{""region"": ""Cameroon, Africa"", ""alternate-names"": [""Njambeta"", ""Yambetta"", ""Nigii (Nigi)"", ""Kibum"", ""Nedek (Begi-Nibum)""]}"
yau,Yuwana,left-to-right,"{""region"": ""Venezuela, Americas"", ""alternate-names"": [""Chicano"", ""Chikano"", ""Hoti"", ""Jodi"", ""Joti"", ""Waruwaru"", ""Yoana"", ""Yuana""]}"
yav,Yangben,left-to-right,"{""region"": ""Cameroon, Africa"", ""alternate-names"": [""Central Yambassa"", ""Kalong"", ""Nuasue"", ""Nukalonge"", ""Nutanga"", ""Numende""]}"
yaw,Yawalapití,left-to-right,"{""region"": ""Brazil, Americas"", ""alternate-names"": [""Jaulapiti"", ""Yaulapiti""]}"
yax,Yauma,left-to-right,"{""region"": ""Angola, Africa""}"
yay,Agwagwune,left-to-right,"{""region"": ""Nigeria, Africa"", ""alternate-names"": [""Agwaguna"", ""Akurakura"", ""Gwune"", ""Okurikan"", ""Akunakuna"", ""Abayongo (Bayino)"", ""Abini (Abiri)"", ""Adim (Dim)"", ""Bayono"", ""Erei (\""Enna\"")"", ""Etono (Etuno)"", ""Ezei"", ""Obini"", ""Odim""]}"
yaz,Lokaa,left-to-right,"{""region"": ""Nigeria, Africa"", ""alternate-names"": [""Loke"", ""Loko"", ""Luko"", ""Yak\u00f6""]}"
yba,Yala,left-to-right,"{""region"": ""Nigeria, Africa"", ""alternate-names"": [""Iyala"", ""Nkum Akpambe (Yala Obubra)"", ""Nkum (Yala Ikom)""]}"
ybb,Yemba,left-to-right,"{""region"": ""Cameroon, Africa"", ""alternate-names"": [""Atsang-Bangwa"", ""Bafou"", ""Bamileke-Yemba"", ""Dschang"", ""Tchang"", ""Foreke Dschang (Dschang)""]}"
ybd,Yangbye,,"{""use-instead"": ""rki"", ""description"": ""Deprecated from 2012-08-12. ""}"
ybe,West Yugur,left-to-right,"{""region"": ""China, Asia"", ""alternate-names"": [""Sari Yogur"", ""Sarig"", ""Sarygh Uygur"", ""Sary-Uighur"", ""Ya Lu"", ""Yellow Uighur"", ""Yugu"", ""Yuku""]}"
ybh,Yakha,left-to-right,"{""region"": ""Nepal, Asia"", ""alternate-names"": [""Yakkhaba"", ""Dewansala"", ""Yakkhaba Cea"", ""Yakkhaba Sala"", ""Yakthomba"", ""Eastern Yakkha (Ilam)"", ""Northern Yakkha (Sankhuwasabha)"", ""Panchthar"", ""Southern Yakkha (Dhankuta)""]}"
ybi,Yamphu,left-to-right,"{""region"": ""Nepal, Asia"", ""alternate-names"": [""Yamphe"", ""Yamphu Kha"", ""Yamphu Rai""]}"
