language_code,language_name,script_direction,metadata
bvq,Birri,left-to-right,"{""region"": ""Central African Republic, Africa"", ""alternate-names"": [""Biri"", ""Bviri"", ""Viri""]}"
bvr,Burarra,left-to-right,"{""region"": ""Australia, Pacific"", ""alternate-names"": [""Anbarra"", ""Barera"", ""Bawera"", ""Burada"", ""Bureda"", ""Burera"", ""Gidjingaliya Gujingalia"", ""Gujalabiya"", ""Gun-Guragone"", ""Jikai"", ""Tchikai""]}"
bvt,Bati (Indonesia),left-to-right,"{""region"": ""Indonesia, Asia"", ""alternate-names"": [""Gah""]}"
bvu,Bukit Malay,left-to-right,"{""macrolanguage"": ""ms"", ""region"": ""Indonesia, Asia"", ""alternate-names"": [""Bukat"", ""Bukit"", ""Meratus""]}"
bvv,Baniva,,{}
bvw,Boga,left-to-right,"{""region"": ""Nigeria, Africa"", ""alternate-names"": [""Boka""]}"
bvx,Dibole,left-to-right,"{""region"": ""Congo, Africa"", ""alternate-names"": [""Babole"", ""Southern Bomitaba"", ""Central Dibole (Kinami)"", ""Northern Dibole (Dzeke)"", ""Southern Dibole (Bouanila)""]}"
bvy,Baybayanon,left-to-right,"{""region"": ""Philippines, Asia"", ""alternate-names"": [""Leyte"", ""Utudnon""]}"
bvz,Bauzi,left-to-right,"{""region"": ""Indonesia, Asia"", ""alternate-names"": [""Baudi"", ""Baudji"", ""Baudzi"", ""Bauri""]}"
bwa,Bwatoo,left-to-right,"{""region"": ""New Caledonia, Pacific""}"
bwb,Namosi-Naitasiri-Serua,left-to-right,"{""region"": ""Fiji, Pacific"", ""alternate-names"": [""Namosi-Naitaasiri-Seerua""]}"
bwc,Bwile,left-to-right,"{""region"": ""Zambia, Africa""}"
bwd,Bwaidoka,left-to-right,"{""region"": ""Papua New Guinea, Pacific""}"
bwe,Bwe Karen,left-to-right,"{""region"": ""Myanmar, Asia"", ""alternate-names"": [""Baghi"", ""Bghai Karen"", ""Blimaw"", ""Bwe"", ""Dareh"", ""Manaw"", ""Eastern Bwe Karen"", ""Western Bwe Karen""]}"
bwf,Boselewa,left-to-right,"{""region"": ""Papua New Guinea, Pacific"", ""alternate-names"": [""Bosilewa"", ""Mwani'u""]}"
bwg,Barwe,left-to-right,"{""region"": ""Mozambique, Africa"", ""alternate-names"": [""Balke"", ""Cibalke""]}"
bwh,Bishuo,,{}
bwi,Baniwa,left-to-right,"{""region"": ""Brazil, Americas"", ""alternate-names"": [""Baniba"", ""Baniua do I\u00e7ana"", ""Baniva"", ""Dakenei"", ""Issana"", ""Kohoroxitari"", ""Maniba""]}"
bwj,Láá Láá Bwamu,left-to-right,"{""region"": ""Burkina Faso, Africa"", ""alternate-names"": [""K\u00e0denb\u00e0"", ""Yere""]}"
bwk,Bauwaki,left-to-right,"{""region"": ""Papua New Guinea, Pacific"", ""alternate-names"": [""Bawaki""]}"
bwl,Bwela,left-to-right,"{""region"": ""The Democratic Republic of the Congo, Africa"", ""alternate-names"": [""Buela"", ""Lingi""]}"
bwm,Biwat,left-to-right,"{""region"": ""Papua New Guinea, Pacific"", ""alternate-names"": [""Munduguma"", ""Mundugumor""]}"
bwn,Wunai Bunu,left-to-right,"{""region"": ""China, Asia"", ""alternate-names"": [""Hm Nai"", ""Ngnai"", ""Punu"", ""Wunai""]}"
bwo,Boro (Ethiopia),left-to-right,"{""description"": ""Borna (Ethiopia)"", ""region"": ""Ethiopia, Africa"", ""alternate-names"": [""Boro"", ""Bworo"", ""Scinacia"", ""Bulen-Dibat'e"", ""Wenbera-Dangur""]}"
bwp,Mandobo Bawah,left-to-right,"{""region"": ""Indonesia, Asia"", ""alternate-names"": [""Dumut"", ""Kambon"", ""Mandobbo"", ""Nub"", ""Kaeti""]}"
bwq,Southern Bobo Madaré,left-to-right,"{""region"": ""Burkina Faso, Africa"", ""alternate-names"": [""Black Bobo"", ""Bobo"", ""Bobo Fi"", ""Bobo Fing"", ""Bobo Jula"", ""Syab\u00e9r\u00e9 (Sya)"", ""Zara (Bobo Dioula)""]}"
bwr,Bura-Pabir,left-to-right,"{""region"": ""Nigeria, Africa"", ""alternate-names"": [""Babir"", ""Barburr"", ""Bourrah"", ""Burra"", ""Huve"", ""Huviya"", ""Kwojeffa"", ""Mya Bura"", ""Pabir"", ""Hyil Hawul (Bura Hyilhawul)"", ""Pela (Bura Pela)"", ""Hill Bura"", ""Plain Bura""]}"
bws,Bomboma,left-to-right,"{""region"": ""The Democratic Republic of the Congo, Africa"", ""alternate-names"": [""Boba""]}"
bwt,Bafaw-Balong,left-to-right,"{""region"": ""Cameroon, Africa"", ""alternate-names"": [""Ngoe"", ""Bafaw (Afo)"", ""Bafo"", ""Bafowu"", ""Balon"", ""Balong (Bai)"", ""Balung"", ""Bayi"", ""Lefo'"", ""Nho"", ""Nlong"", ""Valongi""]}"
bwu,Buli (Ghana),left-to-right,"{""region"": ""Ghana, Africa"", ""alternate-names"": [""Bulisa"", ""Guresha"", ""Kanjaga""]}"
bww,Bwa,left-to-right,"{""region"": ""The Democratic Republic of the Congo, Africa"", ""alternate-names"": [""Boa"", ""Boua"", ""Bua"", ""Kibua"", ""Kibwa"", ""Libenge"", ""Libwali"", ""Bati (Baati)"", ""Leboa-Le""]}"
bwx,Bu-Nao Bunu,left-to-right,"{""region"": ""China, Asia"", ""alternate-names"": [""Bunao"", ""Po-Nau"", ""Punu"", ""Nau Klau"", ""Tung Nu"", ""Pounou"", ""Nu Mhou"", ""Naogelao (Baonuo)"", ""Nao Klao"", ""Nao Khalo"", ""Hontou Longlin"", ""Dongnu (Bunu)"", ""Bunuo (Pu No)"", ""Numao (Hong Yao)""]}"
bwy,Cwi Bwamu,left-to-right,"{""region"": ""Burkina Faso, Africa"", ""alternate-names"": [""Coo"", ""Cwi"", ""Twi""]}"
bwz,Bwisi,left-to-right,"{""region"": ""Congo, Africa"", ""alternate-names"": [""Ibwisi"", ""Mbwisi""]}"
bxa,Tairaha,left-to-right,"{""region"": ""Solomon Islands, Pacific"", ""alternate-names"": [""Bwauro"", ""Rawo (Ravo)"", ""Haununu (Hauhunu)""]}"
bxb,Belanda Bor,left-to-right,"{""region"": ""South Sudan, Africa"", ""alternate-names"": [""De Bor""]}"
bxc,Molengue,left-to-right,"{""region"": ""Equatorial Guinea, Africa"", ""alternate-names"": [""Balengue"", ""Molendji""]}"
bxd,Pela,left-to-right,"{""region"": ""China, Asia"", ""alternate-names"": [""Bola"", ""Bula"", ""Pala"", ""Polo""]}"
bxe,Birale,left-to-right,"{""region"": ""Ethiopia, Africa"", ""alternate-names"": [""Ifa"", ""Birelle"", ""Shanqilla""]}"
bxf,Bilur,left-to-right,"{""description"": ""Minigirsee also vmg"", ""region"": ""Papua New Guinea, Pacific"", ""alternate-names"": [""Birar""]}"
bxg,Bangala,left-to-right,"{""region"": ""The Democratic Republic of the Congo, Africa"", ""alternate-names"": [""Ngala""]}"
bxh,Buhutu,left-to-right,"{""region"": ""Papua New Guinea, Pacific"", ""alternate-names"": [""Bohutu"", ""Buhulu"", ""Siasiada"", ""Yaleba""]}"
bxi,Pirlatapa,,{}
bxj,Bayungu,left-to-right,"{""region"": ""Australia, Pacific"", ""alternate-names"": [""Baiong"", ""Baiung"", ""Bajungu"", ""Biong"", ""Giong"", ""Mulgarnoo"", ""Pajungu"", ""Payungu""]}"
bxk,Bukusu,left-to-right,"{""macrolanguage"": ""luy"", ""description"": ""Lubukusu"", ""region"": ""Kenya, Africa""}"
bxl,Jalkunan,left-to-right,"{""region"": ""Burkina Faso, Africa"", ""alternate-names"": [""Bl\u00e9"", ""Dyala"", ""Dyalanu"", ""Jalkuna""]}"
bxm,Mongolia Buriat,left-to-right,"{""macrolanguage"": ""bua"", ""region"": ""Mongolia, Asia"", ""alternate-names"": [""Buriat-Mongolian"", ""Burraad"", ""Buryat"", ""Mongolian Buriat"", ""Northern Mongolian""]}"
bxn,Burduna,left-to-right,"{""region"": ""Australia, Pacific"", ""alternate-names"": [""Boordoona"", ""Budina"", ""Budoona"", ""Buduna"", ""Pinneegooroo"", ""Poodena"", ""Poordoona"", ""Purduma"", ""Purduna""]}"
bxo,Barikanchi,left-to-right,"{""region"": ""Nigeria, Africa""}"
bxp,Bebil,left-to-right,"{""region"": ""Cameroon, Africa"", ""alternate-names"": [""Bobilis"", ""Gbigbil""]}"
bxq,Beele,left-to-right,"{""region"": ""Nigeria, Africa"", ""alternate-names"": [""\u00c0b\u00e9\u00e9l\u00e9"", ""Bele"", ""Bellawa""]}"
bxr,Russia Buriat,left-to-right,"{""macrolanguage"": ""bua"", ""region"": ""Russian Federation, Europe"", ""alternate-names"": [""Buriat-Mongolian"", ""Buryat"", ""Northern Mongolian"", ""Selengin"", ""Bokhan"", ""Ekhirit-Bulagat""]}"
bxs,Busam,left-to-right,"{""region"": ""Cameroon, Africa""}"
bxu,China Buriat,left-to-right,"{""macrolanguage"": ""bua"", ""region"": ""China, Asia"", ""alternate-names"": [""Ba'erhu-Buliyate"", ""Bargu Buriat"", ""Buriat-Mongolian"", ""Buryat"", ""Northeastern Mongolian"", ""Northern Mongolian"", ""Buriat (Buliyate)"", ""New Bargu (Xin Ba'erhu)"", ""Old Bargu (Chen Ba'erhu)""]}"
bxv,Berakou,,{}
bxw,Bankagooma,left-to-right,"{""region"": ""Mali, Africa"", ""alternate-names"": [""Banka"", ""Bankagoroma"", ""Bankaje""]}"
bxx,Borna (Democratic Republic of Congo),,"{""description"": ""Deprecated from 2015-02-12. ""}"
bxz,Binahari,left-to-right,"{""region"": ""Papua New Guinea, Pacific"", ""alternate-names"": [""Neme (Nemea)""]}"
bya,Batak,left-to-right,"{""region"": ""Philippines, Asia"", ""alternate-names"": [""Babuyan"", ""Palawan Batak"", ""Tinitianes""]}"
byb,Bikya,,{}
byc,Ubaghara,left-to-right,"{""region"": ""Nigeria, Africa"", ""alternate-names"": [""Utamu"", ""Utuma (Utama)""]}"
byd,Benyadu',left-to-right,"{""region"": ""Indonesia, Asia"", ""alternate-names"": [""Balantian"", ""Balantiang"", ""Njadu"", ""Nyadu (Balantian)""]}"
bye,Pouye,left-to-right,"{""region"": ""Papua New Guinea, Pacific"", ""alternate-names"": [""Bouye""]}"
byf,Bete,left-to-right,"{""region"": ""Nigeria, Africa""}"
byg,Baygo,left-to-right,"{""region"": ""Sudan, Africa"", ""alternate-names"": [""Baigo"", ""Bego"", ""Beigo"", ""Beko"", ""B\u00e9og\u00e9"", ""Beygo""]}"
byh,Bhujel,left-to-right,"{""region"": ""Nepal, Asia"", ""alternate-names"": [""Bujal"", ""Bujhel"", ""Bujheli"", ""Pukhgyal Ngur"", ""Western Chepang"", ""Gharti"", ""Dhodeni"", ""Baniyatar"", ""Kulmun"", ""Andimul"", ""Beltar"", ""Arthumpka"", ""Chanaute""]}"
byi,Buyu,left-to-right,"{""region"": ""The Democratic Republic of the Congo, Africa"", ""alternate-names"": [""Bujwe"", ""Buyi""]}"
byj,Bina (Nigeria),left-to-right,"{""region"": ""Nigeria, Africa"", ""alternate-names"": [""Bogana""]}"
byk,Biao,left-to-right,"{""region"": ""China, Asia"", ""alternate-names"": [""Gang Bau"", ""Kang Bau"", ""Kang Beu"", ""Kang Pau""]}"
byl,Bayono,left-to-right,"{""region"": ""Indonesia, Asia""}"
bym,Bidjara,,{}
byn,Bilin,left-to-right,"{""description"": ""Blin"", ""region"": ""Eritrea, Africa"", ""alternate-names"": [""Balen"", ""Belen"", ""Beleni"", ""Bilayn"", ""Bilein"", ""Bileno"", ""Bilin"", ""Bogo"", ""Bogos"", ""North Agaw"", ""Senhit"", ""T'aqwur""]}"
byo,Biyo,left-to-right,"{""region"": ""China, Asia"", ""alternate-names"": [""Bio"", ""Biyue"", ""Piyo""]}"
byp,Bumaji,left-to-right,"{""region"": ""Nigeria, Africa""}"
byq,Basay,,{}
byr,Baruya,left-to-right,"{""description"": ""Yipma"", ""region"": ""Papua New Guinea, Pacific"", ""alternate-names"": [""Barua"", ""Yipma"", ""Usirampia (Wuzuraabya)""]}"
bys,Burak,left-to-right,"{""region"": ""Nigeria, Africa"", ""alternate-names"": [""Buurak""]}"
byt,Berti,,{}
byv,Medumba,left-to-right,"{""region"": ""Cameroon, Africa"", ""alternate-names"": [""Bagangte"", ""Bamileke-Medumba"", ""Bangangte""]}"
byw,Belhariya,left-to-right,"{""region"": ""Nepal, Asia"", ""alternate-names"": [""Athpagari"", ""Athpahariya"", ""Athpare"", ""Athpariya"", ""Belhare""]}"
byx,Qaqet,left-to-right,"{""region"": ""Papua New Guinea, Pacific"", ""alternate-names"": [""Baining"", ""Kakat"", ""Makakat"", ""Maqaqet""]}"
byy,Buya,,"{""description"": ""Deprecated from 2015-02-12. ""}"
byz,Banaro,left-to-right,"{""region"": ""Papua New Guinea, Pacific"", ""alternate-names"": [""Banar"", ""Banara"", ""Waran""]}"
bza,Bandi,left-to-right,"{""region"": ""Liberia, Africa"", ""alternate-names"": [""Bande"", ""Gbande"", ""Gbandi"", ""Gbunde""]}"
bzb,Andio,left-to-right,"{""region"": ""Indonesia, Asia"", ""alternate-names"": [""Andio'o"", ""Imbao'o"", ""Masama"", ""Bobongko""]}"
bzc,Southern Betsimisaraka Malagasy,left-to-right,"{""macrolanguage"": ""mg"", ""region"": ""Madagascar, Africa"", ""alternate-names"": [""Betsimisaraka Antatsimo Malagasy""]}"
bzd,Bribri,left-to-right,"{""region"": ""Costa Rica, Americas"", ""alternate-names"": [""Talamanca""]}"
bze,Jenaama Bozo,left-to-right,"{""region"": ""Mali, Africa"", ""alternate-names"": [""Boso"", ""Corogaama"", ""Djenaama"", ""Nononke"", ""Sarkanci"", ""Sarkawa"", ""Sorko"", ""Sorogaama"", ""Bozo"", ""Corogama"", ""Jenaama Bozo"", ""Jenama"", ""Sorogama"", ""Korondougou"", ""Kotya (Kotyaxo)"", ""Pondori""]}"
bzf,Boikin,left-to-right,"{""region"": ""Papua New Guinea, Pacific"", ""alternate-names"": [""Boiken"", ""Nucum"", ""Yengoru""]}"
bzg,Babuza,left-to-right,"{""region"": ""Taiwan, Province of China, Asia"", ""alternate-names"": [""Babusa"", ""Favorlang"", ""Favorlangsch"", ""Jaborlang""]}"
bzh,Mapos Buang,left-to-right,"{""region"": ""Papua New Guinea, Pacific"", ""alternate-names"": [""Central Buang""]}"
bzi,Bisu,left-to-right,"{""region"": ""Thailand, Asia"", ""alternate-names"": [""Laopin"", ""Lawa"", ""Lua"", ""Mbi"", ""Mibisu"", ""Misu"", ""Pin"", ""Mbisu"", ""Dakao"", ""Huaipa"", ""Lanmeng""]}"
bzj,Belize Kriol English,left-to-right,"{""region"": ""Belize, Americas"", ""alternate-names"": [""Kriol""]}"
bzk,Nicaragua Creole English,left-to-right,"{""region"": ""Nicaragua, Americas"", ""alternate-names"": [""M\u00edskito Coast Creole English"", ""Rama Cay Creole English"", ""Bluefields Creole English""]}"
bzl,Boano (Sulawesi),left-to-right,"{""region"": ""Indonesia, Asia"", ""alternate-names"": [""Boan-diks""]}"
bzm,Bolondo,left-to-right,"{""region"": ""The Democratic Republic of the Congo, Africa""}"
bzn,Boano (Maluku),left-to-right,"{""region"": ""Indonesia, Asia"", ""alternate-names"": [""Buano""]}"
bzo,Bozaba,left-to-right,"{""region"": ""The Democratic Republic of the Congo, Africa"", ""alternate-names"": [""Budzaba"", ""Buzaba""]}"
bzp,Kemberano,left-to-right,"{""region"": ""Indonesia, Asia"", ""alternate-names"": [""Arandai"", ""Kalitami"", ""Wariagar""]}"
bzq,Buli (Indonesia),left-to-right,"{""region"": ""Indonesia, Asia"", ""alternate-names"": [""Wayamli (Jawanli)"", ""Wajamli""]}"
bzr,Biri,left-to-right,"{""region"": ""Australia, Pacific"", ""alternate-names"": [""Wirri""]}"
bzs,Brazilian Sign Language,left-to-right,"{""region"": ""Brazil, Americas"", ""alternate-names"": [""LIBRAS"", ""LSB"", ""S\u00e3o Paulo Sign Language""]}"
bzt,Brithenig,left-to-right,{}
bzu,Burmeso,left-to-right,"{""region"": ""Indonesia, Asia"", ""alternate-names"": [""Boromeso"", ""Borumesso"", ""Burumeso"", ""Manau"", ""Monao"", ""Monau"", ""Taurap""]}"
bzv,Naami,left-to-right,"{""region"": ""Cameroon, Africa"", ""alternate-names"": [""Yi Be Wu""]}"
bzw,Basa (Nigeria),left-to-right,"{""region"": ""Nigeria, Africa"", ""alternate-names"": [""Abacha"", ""Abatsa"", ""Basa-Benue"", ""Rubasa"", ""Rubassa"", ""Bassa-Komo"", ""Bassa-Kwomu""]}"
bzx,Kɛlɛngaxo Bozo,left-to-right,"{""region"": ""Mali, Africa"", ""alternate-names"": [""Boso"", ""Hain"", ""Hainyaxo Bozo"", ""Hanyaxo"", ""Kelenga"", ""K\u00e9linga"", ""K\u00e9llingua"", ""Xan"", ""Xanyaxo""]}"
bzy,Obanliku,left-to-right,"{""region"": ""Nigeria, Africa"", ""alternate-names"": [""Abanliku"", ""Bisu (Gayi)""]}"
bzz,Evant,left-to-right,"{""region"": ""Nigeria, Africa"", ""alternate-names"": [""Avand"", ""Balegete"", ""Belegete"", ""Ovand"", ""Ovande"", ""Ovando""]}"
caa,Chortí,left-to-right,"{""region"": ""Guatemala, Americas""}"
cab,Garifuna,left-to-right,"{""region"": ""Honduras, Americas"", ""alternate-names"": [""Caribe"", ""Central American Carib"", ""Black Carib"", ""Moreno"", ""Gar\u00edfuna"", ""Eastern Garifuna"", ""Western Garifuna""]}"
cac,Chuj,left-to-right,"{""region"": ""Guatemala, Americas"", ""alternate-names"": [""Chuh"", ""Chuhe"", ""Chuj de San Mateo Ixtat\u00e1n"", ""Chuje"", ""Chapai""]}"
cad,Caddo,left-to-right,"{""region"": ""United States, Americas"", ""alternate-names"": [""Caddoe"", ""Kado"", ""Kadohadacho""]}"
cae,Lehar,left-to-right,"{""description"": ""Laalaa"", ""region"": ""Senegal, Africa"", ""alternate-names"": [""Lehar"", ""Serer""]}"
caf,Southern Carrier,left-to-right,"{""region"": ""Canada, Americas"", ""alternate-names"": [""Cheslatta"", ""Nautley"", ""Prince George"", ""Stellaquo"", ""Stoney Creek""]}"
cag,Nivaclé,left-to-right,"{""region"": ""Paraguay, Americas"", ""alternate-names"": [""Ashlushlay"", ""Chulupe"", ""Chulupi"", ""Churupi"", ""Axluslay"", ""Nivakl\u00e9"", ""Chulup\u00ed"", ""Churup\u00ed"", ""Forest Nivacl\u00e9""]}"
cah,Cahuarano,,{}
cai,Central American Indian languages,,"{""description"": ""This represents a collection of languages. Although a collection subtag can be used in the absence of a more specific tag, you should check whether a more specific language subtag is available. ""}"
caj,Chané,left-to-right,"{""region"": ""Argentina, Americas""}"
cak,Kaqchikel,left-to-right,"{""description"": ""Cakchiquel"", ""region"": ""Guatemala, Americas"", ""alternate-names"": [""Cakchiquel"", ""Kaqchiquel"", ""Western Cakchiquel"", ""South Central Cakchiquel"", ""Yepocapa Southwestern Cakchiquel"", ""Southern Cakchiquel"", ""Santa Mar\u00eda de Jes\u00fas Cakchiquel (Kach'ab'al)"", ""Northern Cakchiquel"", ""Akatenango Soutwestern Cakchiquel"", ""Eastern Cakchiquel"", ""Santo Domingo Xenacoj Cakchiquel""]}"
cal,Carolinian,left-to-right,"{""region"": ""Northern Mariana Islands, Pacific"", ""alternate-names"": [""Saipan Carolinian"", ""Southern Carolinian"", ""Gupallao""]}"
cam,Cemuhî,left-to-right,"{""region"": ""New Caledonia, Pacific"", ""alternate-names"": [""Camuhi"", ""Camuki"", ""Tie"", ""Tyamuhi"", ""Wagap""]}"
can,Chambri,left-to-right,"{""region"": ""Papua New Guinea, Pacific"", ""alternate-names"": [""Tchambuli"", ""Tshamberi""]}"
cao,Chácobo,left-to-right,"{""region"": ""Bolivia, Americas""}"
cap,Chipaya,left-to-right,"{""region"": ""Bolivia, Americas"", ""alternate-names"": [""Puquina""]}"
caq,Car Nicobarese,left-to-right,"{""region"": ""India, Asia"", ""alternate-names"": [""Car"", ""Pu""]}"
car,Galibi Carib,left-to-right,"{""region"": ""Venezuela, Americas"", ""alternate-names"": [""Caribe"", ""Cari\u00f1a"", ""Kalihna"", ""Kalinya"", ""Maraworno"", ""Marworno"", ""Galibi"", ""Kalin'a"", ""Kari\u00f1a"", ""Kari'nja"", ""Galib\u00ed"", ""Kali'na"", ""Western Carib"", ""Aretyry"", ""Murato (Myrato)"", ""Tyrewuju (Eastern Carib)""]}"
cas,Tsimané,left-to-right,"{""region"": ""Bolivia, Americas"", ""alternate-names"": [""Chiman\u00e9"", ""Moset\u00e9n"", ""Tsiman\u00e9""]}"
cau,Caucasian languages,,"{""description"": ""This represents a collection of languages. Although a collection subtag can be used in the absence of a more specific tag, you should check whether a more specific language subtag is available. ""}"
cav,Cavineña,left-to-right,"{""region"": ""Bolivia, Americas""}"
caw,Callawalla,left-to-right,"{""region"": ""Bolivia, Americas"", ""alternate-names"": [""Callahuaya""]}"
cax,Chiquitano,left-to-right,"{""region"": ""Bolivia, Americas"", ""alternate-names"": [""Chiquito"", ""Tarapecosi"", ""Concepci\u00f3n"", ""San Javier (Javierano)"", ""Xavierano""]}"
cay,Cayuga,left-to-right,"{""region"": ""Canada, Americas""}"
caz,Canichana,left-to-right,"{""region"": ""Bolivia, Americas"", ""alternate-names"": [""Kanichana""]}"
cba,Chibchan languages,,"{""description"": ""This represents a collection of languages. Although a collection subtag can be used in the absence of a more specific tag, you should check whether a more specific language subtag is available. ""}"
cbb,Cabiyarí,left-to-right,"{""region"": ""Colombia, Americas"", ""alternate-names"": [""Cabiuar\u00ed"", ""Cauyar\u00ed"", ""Cuyare"", ""Kabiyar\u00ed"", ""Kauyar\u00ed"", ""Kawiar\u00ed"", ""Kawillary"", ""Kawiyar\u00ed""]}"
cbc,Carapana,left-to-right,"{""region"": ""Colombia, Americas"", ""alternate-names"": [""Carapan\u00e3"", ""Mext\u00e3"", ""Carapana-Tapuya"", ""Karapan\u00e1"", ""Karapan\u00e3"", ""Karapano"", ""Mi tea"", ""Mochda"", ""Moxdoa"", ""Muxtea""]}"
cbd,Carijona,left-to-right,"{""region"": ""Colombia, Americas"", ""alternate-names"": [""Carifuna"", ""Carihona"", ""Hianacoto-Umaua"", ""Huaque"", ""Kaliohona"", ""Karijona"", ""Koto"", ""Omagua"", ""Umawa""]}"
cbe,Chipiajes,,"{""description"": ""Deprecated from 2016-05-30. ""}"
cbg,Chimila,left-to-right,"{""region"": ""Colombia, Americas"", ""alternate-names"": [""Caca Weranos"", ""Chimile"", ""ett E'neka"", ""San Jorge"", ""Shimizya"", ""Simiza""]}"
cbh,Cagua,,"{""description"": ""Deprecated from 2016-05-30. ""}"
cbi,Chachi,left-to-right,"{""region"": ""Ecuador, Americas"", ""alternate-names"": [""Cha' Palaachi"", ""Cha'palaa"", ""Cha'palaachi""]}"
cbj,Ede Cabe,left-to-right,"{""region"": ""Benin, Africa"", ""alternate-names"": [""Caabe""]}"
cbk,Chavacano,left-to-right,"{""region"": ""Philippines, Asia"", ""alternate-names"": [""Chabacano"", ""Davawe\u00f1o Zamboangue\u00f1o (Abakay Spanish)"", ""Ermita\u00f1o (Ermite\u00f1o)"", ""Ternate\u00f1o (Ternate\u00f1o Chavacano)"", ""Davawe\u00f1o"", ""Davao Chavacano"", ""Cotabato Chavacano (Cotabate\u00f1o)"", ""Cavite\u00f1o"", ""Zamboangue\u00f1o (Chavacano)"", ""Davaoe\u00f1o""]}"
cbl,Bualkhaw Chin,left-to-right,"{""region"": ""Myanmar, Asia"", ""alternate-names"": [""Bualkhaw-Chin""]}"
cbn,Nyahkur,left-to-right,"{""region"": ""Thailand, Asia"", ""alternate-names"": [""Chao Dong"", ""Chaodon"", ""Lawa"", ""Niakuol"", ""Niakuoll"", ""Nyakur"", ""Chaobon"", ""Chaobun"", ""Chaubun""]}"
cbo,Izora,left-to-right,"{""region"": ""Nigeria, Africa""}"
cbq,Tsucuba,left-to-right,"{""description"": ""Cuba"", ""region"": ""Nigeria, Africa""}"
cbr,Cashibo-Cacataibo,left-to-right,"{""region"": ""Peru, Americas"", ""alternate-names"": [""Cachibo"", ""Cacibo"", ""Cahivo"", ""Caxibo"", ""Hagueti"", ""Managua""]}"
cbs,Cashinahua,left-to-right,"{""region"": ""Peru, Americas"", ""alternate-names"": [""Cashinahu\u00e1"", ""Caxinaw\u00e1"", ""Huni Kui"", ""Juni Kuin"", ""Kaxinau\u00e1"", ""Kaxinaw\u00e1"", ""Kaxynawa"", ""Caxinawa"", ""Kashinahua""]}"
cbt,Chayahuita,left-to-right,"{""region"": ""Peru, Americas"", ""alternate-names"": [""Balsapuertino"", ""Cahuapa"", ""Chawi"", ""Chayabita"", ""Chayawita"", ""Chayhuita"", ""Paranapura"", ""Shawi"", ""Shayabit"", ""Tshaahui""]}"
cbu,Candoshi-Shapra,left-to-right,"{""region"": ""Peru, Americas"", ""alternate-names"": [""Candoshi"", ""Candoxi"", ""Kandoshi"", ""Murato"", ""Chapara (Shapra)""]}"
cbv,Cacua,left-to-right,"{""region"": ""Colombia, Americas"", ""alternate-names"": [""B\u00e1da"", ""Cakua"", ""Kakua"", ""K\u00e1kwa"", ""Macu de Cubeo"", ""Macu de Desano"", ""Macu de Guanano"", ""Mac\u00fa-Paran\u00e1"", ""Wacara""]}"
cbw,Kinabalian,left-to-right,"{""region"": ""Philippines, Asia"", ""alternate-names"": [""Bisaya'"", ""Cabalian""]}"
cby,Carabayo,left-to-right,"{""region"": ""Colombia, Americas"", ""alternate-names"": [""Yuri"", ""Amazonas Macusa""]}"
cca,Cauca,,"{""description"": ""Deprecated from 2020-03-28. ""}"
ccc,Chamicuro,left-to-right,"{""region"": ""Peru, Americas"", ""alternate-names"": [""Chamicolo"", ""Chamicura""]}"
ccd,Cafundo Creole,left-to-right,"{""region"": ""Brazil, Americas""}"
cce,Chopi,left-to-right,"{""region"": ""Mozambique, Africa"", ""alternate-names"": [""Cicopi"", ""Shichopi"", ""Shicopi"", ""Tschopi"", ""Txitxopi"", ""Txopi"", ""Lenge"", ""Lengue (Kilenge)""]}"
ccg,Samba Daka,left-to-right,"{""region"": ""Nigeria, Africa"", ""alternate-names"": [""Chamba Daka"", ""Daka"", ""Dakka"", ""Dekka"", ""Deng"", ""Jama"", ""Nakanyare"", ""Sama"", ""Samba"", ""Tchamba"", ""Tikk"", ""Tsamba""]}"
cch,Atsam,left-to-right,"{""region"": ""Nigeria, Africa"", ""alternate-names"": [""Cawai"", ""Cawe"", ""Cawi"", ""Chawai"", ""Chawe"", ""Chawi""]}"
ccj,Kasanga,left-to-right,"{""region"": ""Guinea-Bissau, Africa"", ""alternate-names"": [""Haal"", ""I-Hadja"", ""Kassanga""]}"
ccl,Cutchi-Swahili,left-to-right,"{""region"": ""United Republic of Tanzania, Africa"", ""alternate-names"": [""Asian Swahili""]}"
ccm,Malaccan Creole Malay,left-to-right,"{""region"": ""Malaysia, Asia"", ""alternate-names"": [""Chitties Creole Malay""]}"
ccn,North Caucasian languages,,"{""description"": ""This represents a collection of languages. Although a collection subtag can be used in the absence of a more specific tag, you should check whether a more specific language subtag is available. ""}"
cco,Comaltepec Chinantec,left-to-right,"{""region"": ""Mexico, Americas"", ""alternate-names"": [""Jmii'""]}"
ccp,Chakma,left-to-right,"{""region"": ""Bangladesh, Asia"", ""alternate-names"": [""Sakma"", ""Sangma"", ""Takam"", ""Chakama"", ""Tsakma"", ""Daingnet""]}"
ccq,Chaungtha,,"{""use-instead"": ""rki"", ""description"": ""Deprecated from 2012-08-12. ""}"
ccr,Cacaopera,,{}
ccs,South Caucasian languages,,"{""description"": ""This represents a collection of languages. Although a collection subtag can be used in the absence of a more specific tag, you should check whether a more specific language subtag is available. ""}"
